0,1,acquaintance,2
1001,1080,colleague,21
1001,1095,friend,69
1001,1114,colleague,11
1001,1124,acquaintance,29
1001,1155,friend,39
1001,1179,family,49
1001,1180,family,67
1001,1207,colleague,27
1001,1217,colleague,60
1001,1237,colleague,38
1001,1349,family,69
1001,1352,friend,37
1001,1357,colleague,46
1001,1358,acquaintance,16
1001,1374,acquaintance,10
1001,1397,family,80
1001,1422,friend,23
1001,1427,acquaintance,35
1001,1487,family,83
1001,1506,acquaintance,46
1001,1512,colleague,77
1001,1536,family,21
1001,1542,colleague,92
1001,1543,colleague,90
1001,1616,family,40
1001,1673,friend,48
1001,1692,friend,14
1001,1740,friend,66
1001,1767,colleague,28
1001,1844,colleague,96
1002,1105,acquaintance,35
1002,1208,friend,95
1002,1890,family,99
1003,1004,acquaintance,15
1003,1054,colleague,67
1003,1059,friend,61
1003,1075,colleague,15
1003,1076,colleague,78
1003,1079,family,39
1003,1086,friend,59
1003,1112,family,53
1003,1126,colleague,80
1003,1175,colleague,74
1003,1184,colleague,91
1003,1191,friend,13
1003,1242,family,47
1003,1250,colleague,83
1003,1255,acquaintance,72
1003,1272,acquaintance,26
1003,1293,acquaintance,6
1003,1305,acquaintance,30
1003,1331,family,56
1003,1339,colleague,66
1003,1340,acquaintance,83
1003,1352,friend,60
1003,1367,acquaintance,85
1003,1376,colleague,71
1003,1380,family,37
1003,1390,family,71
1003,1391,acquaintance,52
1003,1416,friend,22
1003,1420,acquaintance,90
1003,1431,colleague,39
1003,1435,acquaintance,90
1003,1480,family,60
1003,1484,colleague,16
1003,1488,acquaintance,42
1003,1513,acquaintance,42
1003,1516,colleague,95
1003,1520,acquaintance,46
1003,1523,friend,82
1003,1539,colleague,23
1003,1540,friend,27
1003,1557,colleague,42
1003,1559,family,40
1003,1563,acquaintance,43
1003,1589,acquaintance,14
1003,1597,colleague,65
1003,1598,family,62
1003,1600,colleague,22
1003,1612,colleague,67
1003,1613,friend,3
1003,1614,friend,26
1003,1618,colleague,66
1003,1622,colleague,2
1003,1623,colleague,97
1003,1637,friend,71
1003,1639,friend,19
1003,1641,friend,86
1003,1644,family,57
1003,1652,family,14
1003,1653,acquaintance,95
1003,1659,friend,47
1003,1662,family,65
1003,1663,acquaintance,33
1003,1683,colleague,87
1003,1689,family,66
1003,1707,acquaintance,81
1003,1712,colleague,56
1003,1717,family,85
1003,1721,friend,80
1003,1724,acquaintance,15
1003,1737,friend,17
1003,1741,acquaintance,60
1003,1746,friend,71
1003,1750,family,100
1003,1752,colleague,65
1003,1765,acquaintance,73
1003,1779,acquaintance,32
1003,1789,colleague,90
1003,1795,friend,57
1003,1799,colleague,33
1003,1800,acquaintance,62
1003,1809,colleague,96
1003,1816,family,80
1003,1819,colleague,35
1003,1827,colleague,97
1003,1835,acquaintance,79
1003,1843,colleague,75
1003,1851,family,67
1003,1867,colleague,63
1003,1877,family,99
1003,1888,friend,43
1004,1017,family,34
1004,1059,acquaintance,59
1004,1076,friend,41
1004,1078,acquaintance,35
1004,1079,colleague,56
1004,1091,family,52
1004,1092,colleague,5
1004,1101,family,29
1004,1112,acquaintance,54
1004,1128,friend,9
1004,1146,friend,58
1004,1149,family,23
1004,1163,acquaintance,92
1004,1181,friend,35
1004,1184,acquaintance,27
1004,1185,colleague,99
1004,1198,acquaintance,31
1004,1199,acquaintance,56
1004,1209,colleague,78
1004,1211,colleague,38
1004,1242,friend,36
1004,1250,colleague,39
1004,1267,family,76
1004,1287,friend,82
1004,1289,colleague,21
1004,1290,colleague,74
1004,1291,acquaintance,17
1004,1302,colleague,77
1004,1330,acquaintance,26
1004,1331,acquaintance,31
1004,1335,acquaintance,44
1004,1339,friend,39
1004,1344,friend,74
1004,1352,family,8
1004,1367,acquaintance,66
1004,1375,acquaintance,63
1004,1390,family,56
1004,1391,family,2
1004,1399,friend,52
1004,1416,colleague,66
1004,1420,acquaintance,37
1004,1431,acquaintance,35
1004,1435,colleague,28
1004,1437,friend,62
1004,1467,colleague,77
1004,1471,colleague,68
1004,1480,acquaintance,3
1004,1491,friend,65
1004,1516,colleague,39
1004,1522,acquaintance,98
1004,1523,acquaintance,33
1004,1524,friend,27
1004,1532,colleague,69
1004,1538,family,99
1004,1539,acquaintance,76
1004,1547,colleague,90
1004,1554,colleague,85
1004,1557,friend,49
1004,1559,colleague,66
1004,1584,colleague,77
1004,1589,friend,62
1004,1597,family,47
1004,1598,colleague,99
1004,1600,acquaintance,100
1004,1603,family,51
1004,1610,acquaintance,68
1004,1612,family,36
1004,1617,family,42
1004,1620,acquaintance,75
1004,1621,family,71
1004,1622,friend,27
1004,1623,family,54
1004,1632,colleague,73
1004,1643,family,69
1004,1644,colleague,79
1004,1652,acquaintance,96
1004,1653,friend,70
1004,1659,acquaintance,83
1004,1662,acquaintance,2
1004,1663,family,68
1004,1683,acquaintance,61
1004,1688,acquaintance,65
1004,1689,friend,58
1004,1707,colleague,88
1004,1714,acquaintance,15
1004,1717,friend,56
1004,1721,family,62
1004,1730,acquaintance,3
1004,1735,colleague,26
1004,1736,acquaintance,3
1004,1741,friend,80
1004,1746,friend,59
1004,1750,acquaintance,1
1004,1752,family,53
1004,1757,colleague,36
1004,1789,family,20
1004,1795,colleague,49
1004,1796,colleague,15
1004,1799,family,47
1004,1800,family,59
1004,1804,acquaintance,73
1004,1810,colleague,73
1004,1816,acquaintance,85
1004,1819,acquaintance,70
1004,1827,friend,75
1004,1833,family,24
1004,1835,colleague,68
1004,1842,acquaintance,78
1004,1849,friend,43
1004,1867,family,98
1004,1877,acquaintance,35
1004,1879,colleague,11
1004,1886,colleague,51
1004,1888,colleague,90
1005,1089,acquaintance,59
1005,1213,acquaintance,95
1005,1259,friend,7
1005,1415,colleague,63
1005,1469,colleague,6
1005,1504,acquaintance,86
1005,1507,colleague,98
1005,1624,friend,40
1005,1667,colleague,41
1005,1672,friend,26
1005,1725,colleague,21
1005,1783,family,70
1006,1017,acquaintance,4
1006,1024,friend,43
1006,1039,friend,91
1006,1040,friend,66
1006,1059,acquaintance,66
1006,1063,colleague,24
1006,1069,colleague,23
1006,1078,friend,91
1006,1083,friend,31
1006,1086,family,88
1006,1091,colleague,74
1006,1101,colleague,59
1006,1107,acquaintance,79
1006,1123,acquaintance,20
1006,1124,acquaintance,57
1006,1125,acquaintance,18
1006,1126,acquaintance,71
1006,1130,friend,70
1006,1132,family,55
1006,1153,friend,20
1006,1156,colleague,2
1006,1163,family,94
1006,1172,colleague,59
1006,1175,colleague,93
1006,1191,acquaintance,82
1006,1199,acquaintance,9
1006,1201,acquaintance,54
1006,1207,colleague,35
1006,1211,acquaintance,87
1006,1214,family,87
1006,1219,acquaintance,84
1006,1222,friend,79
1006,1230,acquaintance,74
1006,1238,acquaintance,83
1006,1242,friend,25
1006,1256,family,40
1006,1271,acquaintance,95
1006,1285,friend,39
1006,1287,colleague,47
1006,1288,family,73
1006,1289,colleague,24
1006,1293,family,22
1006,1302,colleague,87
1006,1331,friend,27
1006,1335,friend,88
1006,1336,acquaintance,37
1006,1341,acquaintance,14
1006,1351,colleague,52
1006,1352,friend,100
1006,1361,colleague,49
1006,1367,acquaintance,25
1006,1370,colleague,35
1006,1376,friend,5
1006,1380,acquaintance,38
1006,1388,colleague,93
1006,1390,acquaintance,84
1006,1391,colleague,73
1006,1398,friend,42
1006,1399,colleague,81
1006,1402,family,93
1006,1431,friend,72
1006,1437,family,98
1006,1449,acquaintance,81
1006,1456,acquaintance,98
1006,1471,family,87
1006,1480,colleague,98
1006,1488,acquaintance,93
1006,1516,friend,2
1006,1522,family,32
1006,1530,friend,85
1006,1542,acquaintance,35
1006,1547,acquaintance,7
1006,1551,family,56
1006,1556,friend,43
1006,1559,friend,6
1006,1584,family,100
1006,1598,family,10
1006,1600,family,95
1006,1603,colleague,36
1006,1604,friend,2
1006,1605,family,82
1006,1610,acquaintance,84
1006,1612,acquaintance,67
1006,1613,colleague,48
1006,1619,friend,74
1006,1621,acquaintance,71
1006,1662,acquaintance,44
1006,1663,family,97
1006,1665,friend,88
1006,1668,colleague,1
1006,1683,family,96
1006,1702,friend,69
1006,1707,family,45
1006,1712,colleague,99
1006,1714,colleague,88
1006,1717,friend,81
1006,1730,friend,14
1006,1736,family,60
1006,1741,acquaintance,37
1006,1746,colleague,71
1006,1768,friend,38
1006,1789,acquaintance,38
1006,1791,family,22
1006,1793,family,57
1006,1795,family,36
1006,1799,family,84
1006,1800,acquaintance,34
1006,1804,friend,57
1006,1809,friend,15
1006,1810,family,84
1006,1813,friend,29
1006,1816,friend,94
1006,1821,family,55
1006,1823,colleague,36
1006,1826,acquaintance,47
1006,1827,colleague,47
1006,1833,friend,63
1006,1835,colleague,49
1006,1839,family,31
1006,1842,family,53
1006,1845,friend,53
1006,1849,friend,36
1006,1864,colleague,47
1006,1868,colleague,64
1006,1874,acquaintance,94
1006,1879,colleague,49
1006,1888,acquaintance,62
1006,1898,colleague,62
1006,1900,friend,28
1006,1902,family,79
1007,1021,colleague,94
1007,1067,acquaintance,56
1007,1070,acquaintance,62
1007,1104,colleague,69
1007,1170,acquaintance,4
1007,1303,colleague,99
1007,1393,friend,7
1007,1426,friend,91
1007,1429,family,76
1007,1531,colleague,74
1007,1573,acquaintance,6
1007,1661,colleague,93
1008,1073,acquaintance,99
1008,1337,friend,43
1008,1357,colleague,94
1008,1505,acquaintance,69
1008,1674,acquaintance,89
1008,1708,acquaintance,59
1008,1911,family,46
1009,1014,acquaintance,68
1009,1015,acquaintance,89
1009,1021,friend,6
1009,1036,friend,32
1009,1044,acquaintance,21
1009,1060,colleague,21
1009,1066,colleague,41
1009,1067,acquaintance,3
1009,1082,acquaintance,22
1009,1100,colleague,97
1009,1104,acquaintance,99
1009,1148,friend,80
1009,1158,colleague,1
1009,1204,colleague,31
1009,1227,acquaintance,17
1009,1229,colleague,94
1009,1235,colleague,88
1009,1257,acquaintance,41
1009,1261,colleague,53
1009,1277,friend,6
1009,1284,friend,82
1009,1322,family,52
1009,1324,family,28
1009,1345,colleague,38
1009,1381,friend,5
1009,1392,family,17
1009,1404,friend,92
1009,1423,friend,100
1009,1459,acquaintance,21
1009,1475,acquaintance,42
1009,1573,colleague,33
1009,1583,colleague,48
1009,1592,colleague,67
1009,1596,colleague,55
1009,1611,acquaintance,66
1009,1628,friend,60
1009,1635,friend,35
1009,1636,family,55
1009,1655,friend,93
1009,1680,family,8
1009,1691,family,32
1009,1716,acquaintance,59
1009,1720,family,79
1009,1729,colleague,86
1009,1786,family,65
1009,1790,colleague,57
1009,1850,colleague,93
1009,1857,family,51
1009,1862,acquaintance,45
1009,1872,acquaintance,65
1009,1893,acquaintance,83
1009,1899,acquaintance,20
1009,1903,colleague,36
1010,1035,acquaintance,81
1010,1037,friend,39
1010,1051,family,60
1010,1070,friend,94
1010,1134,acquaintance,4
1010,1141,family,51
1010,1159,friend,11
1010,1170,family,82
1010,1228,acquaintance,14
1010,1275,family,69
1010,1304,acquaintance,53
1010,1308,colleague,7
1010,1366,colleague,98
1010,1412,colleague,47
1010,1472,colleague,1
1010,1496,acquaintance,91
1010,1500,family,57
1010,1525,acquaintance,43
1010,1529,family,77
1010,1549,acquaintance,40
1010,1633,colleague,22
1010,1640,colleague,73
1010,1650,friend,91
1010,1667,acquaintance,71
1010,1703,family,80
1010,1709,colleague,16
1010,1725,friend,37
1010,1770,friend,33
1010,1781,colleague,88
1010,1785,colleague,25
1010,1828,colleague,29
1011,1037,family,2
1011,1041,family,76
1011,1052,acquaintance,90
1011,1070,family,9
1011,1072,acquaintance,6
1011,1109,friend,66
1011,1131,family,43
1011,1169,friend,91
1011,1189,acquaintance,27
1011,1249,colleague,33
1011,1258,friend,9
1011,1259,friend,45
1011,1260,colleague,48
1011,1338,acquaintance,31
1011,1348,friend,67
1011,1469,acquaintance,67
1011,1472,friend,23
1011,1482,colleague,74
1011,1504,colleague,8
1011,1541,colleague,6
1011,1624,friend,77
1011,1703,acquaintance,60
1011,1709,colleague,99
1011,1748,friend,66
1011,1756,colleague,92
1011,1770,acquaintance,95
1011,1815,colleague,36
1011,1904,family,67
1012,1074,colleague,16
1012,1075,friend,15
1012,1113,friend,39
1012,1114,friend,94
1012,1155,colleague,15
1012,1223,acquaintance,65
1012,1237,colleague,21
1012,1318,colleague,3
1012,1320,family,18
1012,1358,acquaintance,56
1012,1400,friend,7
1012,1407,acquaintance,27
1012,1436,colleague,32
1012,1616,family,94
1012,1692,family,60
1012,1699,friend,7
1012,1770,friend,61
1012,1778,friend,12
1012,1844,acquaintance,80
1012,1881,colleague,36
1012,1882,colleague,53
1012,1886,friend,79
1013,1035,friend,75
1013,1109,family,50
1013,1385,colleague,93
1013,1465,acquaintance,29
1013,1549,colleague,72
1013,1574,colleague,39
1013,1713,colleague,91
1013,1777,acquaintance,75
1014,1015,family,26
1014,1018,family,39
1014,1020,friend,85
1014,1032,friend,13
1014,1036,friend,53
1014,1066,acquaintance,86
1014,1067,colleague,79
1014,1099,acquaintance,71
1014,1100,friend,70
1014,1102,friend,7
1014,1104,family,54
1014,1108,family,15
1014,1129,colleague,25
1014,1158,friend,19
1014,1166,family,45
1014,1192,colleague,66
1014,1204,family,92
1014,1215,friend,41
1014,1227,acquaintance,16
1014,1231,colleague,99
1014,1235,colleague,100
1014,1241,family,85
1014,1245,colleague,65
1014,1257,acquaintance,4
1014,1261,colleague,1
1014,1273,friend,95
1014,1277,acquaintance,90
1014,1281,family,31
1014,1282,colleague,91
1014,1286,colleague,67
1014,1292,acquaintance,48
1014,1303,friend,68
1014,1309,friend,56
1014,1316,family,8
1014,1322,acquaintance,97
1014,1324,friend,26
1014,1345,family,99
1014,1347,family,98
1014,1373,colleague,42
1014,1381,family,75
1014,1382,colleague,62
1014,1392,acquaintance,45
1014,1396,acquaintance,17
1014,1406,colleague,98
1014,1423,acquaintance,28
1014,1451,family,23
1014,1454,family,31
1014,1459,friend,84
1014,1462,friend,41
1014,1473,family,82
1014,1495,friend,63
1014,1502,acquaintance,19
1014,1508,friend,18
1014,1515,friend,72
1014,1573,friend,25
1014,1582,acquaintance,76
1014,1583,family,25
1014,1592,friend,87
1014,1595,family,17
1014,1611,acquaintance,7
1014,1636,acquaintance,2
1014,1638,colleague,94
1014,1655,family,36
1014,1661,colleague,17
1014,1706,colleague,2
1014,1725,friend,57
1014,1729,acquaintance,4
1014,1732,friend,94
1014,1742,friend,25
1014,1751,acquaintance,69
1014,1783,acquaintance,61
1014,1786,friend,77
1014,1812,friend,23
1014,1820,colleague,69
1014,1824,friend,33
1014,1828,acquaintance,49
1014,1848,acquaintance,88
1014,1857,friend,40
1014,1871,acquaintance,61
1014,1872,acquaintance,2
1014,1875,colleague,80
1014,1893,colleague,49
1014,1894,colleague,59
1014,1899,acquaintance,12
1014,1907,friend,89
1015,1021,colleague,64
1015,1044,colleague,3
1015,1100,family,68
1015,1104,friend,4
1015,1120,family,40
1015,1129,friend,6
1015,1192,acquaintance,90
1015,1229,colleague,60
1015,1231,acquaintance,82
1015,1235,family,45
1015,1277,acquaintance,83
1015,1298,colleague,15
1015,1315,colleague,76
1015,1322,friend,98
1015,1345,colleague,85
1015,1423,family,87
1015,1459,family,72
1015,1462,acquaintance,35
1015,1479,family,96
1015,1495,acquaintance,29
1015,1576,colleague,43
1015,1583,acquaintance,100
1015,1592,family,76
1015,1628,friend,4
1015,1636,colleague,94
1015,1655,family,60
1015,1682,friend,85
1015,1715,friend,32
1015,1857,acquaintance,92
1015,1884,family,47
1015,1899,family,31
1015,1903,colleague,47
1016,1138,colleague,30
1016,1177,friend,26
1016,1218,acquaintance,100
1016,1403,family,62
1016,1499,family,4
1016,1889,family,64
1017,1024,colleague,35
1017,1028,acquaintance,81
1017,1059,colleague,98
1017,1074,acquaintance,21
1017,1076,friend,42
1017,1078,friend,68
1017,1092,acquaintance,83
1017,1101,family,47
1017,1117,family,4
1017,1123,acquaintance,49
1017,1124,friend,21
1017,1125,family,36
1017,1126,colleague,69
1017,1128,family,15
1017,1130,friend,22
1017,1132,acquaintance,11
1017,1149,friend,11
1017,1153,colleague,94
1017,1156,acquaintance,28
1017,1163,friend,15
1017,1181,acquaintance,24
1017,1184,acquaintance,78
1017,1185,family,17
1017,1187,acquaintance,65
1017,1198,friend,50
1017,1199,family,63
1017,1211,family,89
1017,1219,colleague,46
1017,1222,family,99
1017,1230,acquaintance,98
1017,1250,colleague,16
1017,1267,friend,64
1017,1269,family,69
1017,1287,family,9
1017,1289,acquaintance,11
1017,1291,acquaintance,96
1017,1293,family,21
1017,1302,friend,80
1017,1330,friend,63
1017,1331,friend,14
1017,1335,acquaintance,89
1017,1336,colleague,40
1017,1341,acquaintance,3
1017,1351,family,77
1017,1352,colleague,84
1017,1361,colleague,94
1017,1367,acquaintance,60
1017,1370,colleague,37
1017,1375,acquaintance,39
1017,1380,friend,57
1017,1390,colleague,22
1017,1391,colleague,1
1017,1398,colleague,57
1017,1399,acquaintance,38
1017,1401,friend,53
1017,1416,colleague,59
1017,1420,colleague,67
1017,1431,colleague,77
1017,1437,friend,49
1017,1449,friend,48
1017,1456,colleague,10
1017,1457,friend,84
1017,1467,colleague,8
1017,1471,acquaintance,82
1017,1480,family,14
1017,1491,acquaintance,100
1017,1501,family,51
1017,1516,family,76
1017,1522,friend,77
1017,1530,family,16
1017,1547,colleague,77
1017,1551,family,4
1017,1554,colleague,82
1017,1557,acquaintance,58
1017,1563,friend,47
1017,1584,friend,57
1017,1589,friend,20
1017,1597,friend,29
1017,1598,friend,44
1017,1603,friend,16
1017,1604,friend,79
1017,1605,colleague,77
1017,1610,acquaintance,85
1017,1612,acquaintance,89
1017,1614,friend,93
1017,1617,colleague,95
1017,1621,acquaintance,16
1017,1622,acquaintance,30
1017,1623,colleague,77
1017,1632,colleague,52
1017,1652,colleague,63
1017,1653,acquaintance,51
1017,1662,acquaintance,61
1017,1663,acquaintance,58
1017,1665,colleague,36
1017,1668,friend,38
1017,1669,friend,78
1017,1683,family,82
1017,1685,friend,85
1017,1707,colleague,43
1017,1712,family,62
1017,1714,colleague,43
1017,1721,family,59
1017,1730,colleague,41
1017,1735,family,10
1017,1736,colleague,24
1017,1737,colleague,59
1017,1741,acquaintance,80
1017,1746,friend,66
1017,1750,colleague,61
1017,1752,friend,61
1017,1757,acquaintance,10
1017,1761,family,38
1017,1782,acquaintance,50
1017,1793,friend,72
1017,1799,acquaintance,80
1017,1800,family,83
1017,1804,acquaintance,58
1017,1810,colleague,46
1017,1816,friend,50
1017,1821,acquaintance,60
1017,1823,family,78
1017,1826,family,87
1017,1827,family,63
1017,1833,colleague,51
1017,1839,colleague,41
1017,1842,family,40
1017,1845,acquaintance,92
1017,1849,acquaintance,67
1017,1864,colleague,31
1017,1867,colleague,82
1017,1879,acquaintance,40
1017,1886,friend,55
1017,1888,colleague,94
1017,1902,friend,34
1017,1909,family,29
1018,1032,family,29
1018,1066,colleague,99
1018,1099,friend,19
1018,1102,friend,42
1018,1148,acquaintance,41
1018,1166,family,82
1018,1192,friend,12
1018,1231,family,80
1018,1261,colleague,98
1018,1273,acquaintance,56
1018,1277,family,15
1018,1281,friend,64
1018,1282,friend,88
1018,1284,acquaintance,2
1018,1286,friend,95
1018,1303,friend,79
1018,1309,friend,32
1018,1324,friend,50
1018,1373,friend,79
1018,1382,family,77
1018,1396,friend,65
1018,1454,colleague,79
1018,1479,family,64
1018,1495,friend,79
1018,1508,friend,79
1018,1573,family,63
1018,1578,colleague,17
1018,1595,family,28
1018,1638,friend,25
1018,1661,acquaintance,61
1018,1716,acquaintance,58
1018,1720,family,92
1018,1729,friend,7
1018,1742,acquaintance,77
1018,1751,acquaintance,42
1018,1786,colleague,68
1018,1820,colleague,7
1018,1824,family,79
1018,1848,friend,90
1018,1871,colleague,58
1018,1894,family,46
1018,1899,acquaintance,3
1018,1907,family,47
1019,1021,family,24
1019,1036,friend,56
1019,1044,friend,100
1019,1060,family,95
1019,1067,family,68
1019,1100,family,13
1019,1104,colleague,56
1019,1115,family,81
1019,1129,friend,15
1019,1192,friend,70
1019,1204,colleague,48
1019,1221,colleague,44
1019,1227,family,53
1019,1229,friend,44
1019,1231,family,14
1019,1235,friend,59
1019,1257,family,78
1019,1277,colleague,76
1019,1279,friend,51
1019,1298,family,86
1019,1315,colleague,57
1019,1322,colleague,64
1019,1345,friend,67
1019,1347,acquaintance,64
1019,1350,family,45
1019,1413,acquaintance,22
1019,1426,friend,68
1019,1432,acquaintance,49
1019,1448,colleague,48
1019,1459,colleague,79
1019,1462,acquaintance,19
1019,1475,family,67
1019,1479,friend,24
1019,1578,colleague,79
1019,1583,family,95
1019,1587,colleague,26
1019,1591,colleague,34
1019,1596,colleague,67
1019,1611,friend,32
1019,1628,colleague,17
1019,1635,friend,87
1019,1636,colleague,3
1019,1680,acquaintance,67
1019,1691,colleague,71
1019,1715,friend,76
1019,1742,family,24
1019,1828,acquaintance,24
1019,1857,friend,91
1019,1859,friend,90
1019,1862,acquaintance,31
1019,1884,acquaintance,92
1019,1899,acquaintance,80
1020,1032,family,89
1020,1066,colleague,69
1020,1081,acquaintance,46
1020,1099,friend,38
1020,1102,colleague,53
1020,1104,friend,34
1020,1108,colleague,42
1020,1158,colleague,46
1020,1166,family,29
1020,1245,colleague,43
1020,1261,acquaintance,48
1020,1273,acquaintance,60
1020,1277,colleague,17
1020,1282,family,80
1020,1286,acquaintance,99
1020,1309,acquaintance,8
1020,1316,family,33
1020,1324,colleague,83
1020,1373,family,74
1020,1382,colleague,30
1020,1396,acquaintance,57
1020,1451,friend,24
1020,1454,colleague,41
1020,1459,colleague,27
1020,1475,friend,12
1020,1495,family,42
1020,1502,family,89
1020,1503,family,25
1020,1508,family,40
1020,1582,colleague,59
1020,1591,friend,29
1020,1661,colleague,59
1020,1729,friend,100
1020,1732,family,32
1020,1742,colleague,24
1020,1746,colleague,51
1020,1751,colleague,60
1020,1783,friend,36
1020,1786,friend,25
1020,1812,friend,41
1020,1820,acquaintance,82
1020,1824,family,64
1020,1828,family,70
1020,1848,friend,21
1020,1871,acquaintance,38
1020,1893,friend,3
1020,1894,friend,90
1021,1036,family,88
1021,1060,family,77
1021,1067,acquaintance,60
1021,1100,colleague,34
1021,1104,friend,100
1021,1115,acquaintance,43
1021,1120,friend,9
1021,1129,acquaintance,21
1021,1192,colleague,30
1021,1204,colleague,71
1021,1221,acquaintance,14
1021,1227,colleague,5
1021,1229,family,86
1021,1231,friend,52
1021,1235,family,71
1021,1257,friend,70
1021,1277,colleague,66
1021,1281,colleague,49
1021,1298,friend,59
1021,1303,colleague,63
1021,1322,friend,48
1021,1334,acquaintance,15
1021,1345,colleague,28
1021,1350,friend,20
1021,1413,colleague,90
1021,1423,friend,15
1021,1426,family,100
1021,1432,colleague,13
1021,1448,acquaintance,7
1021,1459,acquaintance,51
1021,1462,friend,18
1021,1475,friend,70
1021,1479,family,76
1021,1495,friend,46
1021,1573,acquaintance,9
1021,1578,friend,96
1021,1583,friend,28
1021,1587,colleague,59
1021,1596,friend,17
1021,1628,acquaintance,20
1021,1635,friend,9
1021,1636,colleague,43
1021,1661,family,36
1021,1691,colleague,60
1021,1715,friend,49
1021,1720,family,55
1021,1729,acquaintance,33
1021,1786,family,90
1021,1857,acquaintance,83
1021,1859,friend,54
1021,1862,colleague,93
1021,1893,family,49
1021,1899,acquaintance,44
1021,1903,acquaintance,69
1022,1086,colleague,18
1022,1650,colleague,71
1023,1073,colleague,8
1023,1445,colleague,8
1023,1615,family,93
1023,1674,acquaintance,82
1023,1687,colleague,61
1023,1806,acquaintance,33
1023,1861,family,51
1024,1028,acquaintance,51
1024,1078,acquaintance,46
1024,1083,acquaintance,91
1024,1086,friend,29
1024,1101,colleague,56
1024,1123,acquaintance,69
1024,1125,acquaintance,29
1024,1126,family,1
1024,1130,acquaintance,5
1024,1132,colleague,41
1024,1133,acquaintance,97
1024,1153,family,53
1024,1163,friend,2
1024,1199,friend,99
1024,1207,friend,60
1024,1211,acquaintance,79
1024,1214,colleague,17
1024,1238,colleague,76
1024,1256,colleague,5
1024,1267,colleague,74
1024,1271,family,56
1024,1285,colleague,19
1024,1287,friend,38
1024,1288,friend,69
1024,1289,family,39
1024,1291,colleague,85
1024,1302,acquaintance,28
1024,1305,friend,38
1024,1336,acquaintance,91
1024,1339,friend,11
1024,1352,colleague,47
1024,1370,colleague,31
1024,1390,colleague,38
1024,1398,colleague,95
1024,1431,acquaintance,93
1024,1442,colleague,73
1024,1449,friend,30
1024,1456,family,68
1024,1458,family,27
1024,1471,acquaintance,32
1024,1480,colleague,13
1024,1488,friend,64
1024,1491,friend,25
1024,1501,acquaintance,84
1024,1516,acquaintance,43
1024,1530,acquaintance,31
1024,1571,colleague,72
1024,1584,colleague,49
1024,1598,family,40
1024,1604,acquaintance,30
1024,1610,acquaintance,47
1024,1614,friend,99
1024,1617,colleague,79
1024,1619,acquaintance,22
1024,1652,friend,87
1024,1663,colleague,34
1024,1665,acquaintance,100
1024,1668,family,8
1024,1707,family,93
1024,1712,family,47
1024,1714,acquaintance,13
1024,1736,colleague,42
1024,1752,colleague,5
1024,1789,family,25
1024,1800,acquaintance,66
1024,1804,acquaintance,43
1024,1809,friend,36
1024,1816,colleague,14
1024,1833,acquaintance,10
1024,1839,family,56
1024,1849,friend,51
1024,1863,family,67
1024,1868,family,12
1024,1879,acquaintance,55
1024,1886,family,75
1024,1888,friend,84
1024,1898,family,56
1024,1902,colleague,86
1025,1080,acquaintance,25
1025,1113,family,32
1025,1189,friend,87
1025,1237,acquaintance,45
1025,1324,family,12
1025,1332,acquaintance,70
1025,1334,colleague,93
1025,1427,friend,44
1025,1429,colleague,67
1025,1464,acquaintance,100
1025,1487,acquaintance,89
1025,1526,acquaintance,88
1025,1536,colleague,57
1025,1545,family,97
1025,1696,friend,68
1025,1794,colleague,85
1025,1800,acquaintance,75
1025,1844,friend,38
1025,1853,family,72
1025,1897,colleague,95
1025,1901,acquaintance,23
1026,1028,colleague,49
1026,1048,family,52
1026,1075,acquaintance,45
1026,1146,acquaintance,92
1026,1149,colleague,42
1026,1155,acquaintance,9
1026,1156,acquaintance,30
1026,1164,friend,55
1026,1172,colleague,71
1026,1175,friend,19
1026,1182,friend,18
1026,1185,acquaintance,61
1026,1250,family,12
1026,1290,friend,25
1026,1305,colleague,9
1026,1312,acquaintance,91
1026,1334,colleague,13
1026,1352,acquaintance,96
1026,1367,acquaintance,5
1026,1369,colleague,18
1026,1376,friend,92
1026,1377,colleague,71
1026,1391,friend,11
1026,1409,colleague,5
1026,1420,colleague,46
1026,1431,colleague,44
1026,1460,family,32
1026,1509,acquaintance,26
1026,1517,acquaintance,46
1026,1520,friend,100
1026,1522,family,73
1026,1554,friend,28
1026,1557,family,24
1026,1559,friend,52
1026,1570,family,84
1026,1584,acquaintance,10
1026,1589,family,45
1026,1590,colleague,96
1026,1603,acquaintance,17
1026,1612,friend,12
1026,1613,family,72
1026,1621,family,13
1026,1622,family,10
1026,1637,colleague,56
1026,1663,family,53
1026,1669,colleague,51
1026,1675,family,62
1026,1685,colleague,98
1026,1714,family,38
1026,1721,family,23
1026,1730,acquaintance,66
1026,1734,colleague,72
1026,1746,acquaintance,62
1026,1753,family,81
1026,1757,colleague,11
1026,1761,family,16
1026,1765,family,12
1026,1768,family,54
1026,1775,colleague,40
1026,1793,friend,64
1026,1810,family,36
1026,1813,family,92
1026,1827,acquaintance,65
1026,1835,family,41
1026,1845,friend,37
1026,1846,acquaintance,27
1026,1883,family,100
1026,1888,acquaintance,90
1026,1902,family,23
1027,1627,friend,94
1027,1890,colleague,87
1028,1078,friend,95
1028,1092,family,92
1028,1124,friend,47
1028,1126,family,99
1028,1128,acquaintance,4
1028,1149,family,10
1028,1163,acquaintance,76
